,average,country,genre,language,release_date,title,votes
686,8.3, 英国 / 美国 / 比利时 / 丹麦 / 德国,"['剧情', '爱情', '同性', '传记']", 英语 / 法语 / 德语,2015-09-05,丹麦女孩 The Danish Girl,172374.0
687,8.6, 英国 / 美国,"['剧情', '科幻', '犯罪']", 英语,1971-12-19,发条橙 A Clockwork Orange,284221.0
688,7.5, 美国 / 德国,"['动作', '惊悚', '冒险']", 英语 / 粤语 / 德语 / 意大利语 / 普通话,2006-07-20,碟中谍3 Mission: Impossible III,152868.0
689,8.4, 中国大陆,"['剧情', '爱情', '历史', '战争']", 汉语普通话 / 日语,1988-10-10,红高粱,179007.0
690,8.4, 美国 / 中国香港,"['科幻', '惊悚']", 英语 / 德语 / 粤语 / 日语 / 匈牙利语 / 阿拉伯语,1982-06-25,银翼杀手 Blade Runner,164042.0
691,6.4, 美国,"['动作', '科幻', '冒险']", 英语,2015-11-20,饥饿游戏3：嘲笑鸟(下) The Hunger Games: Mockingjay - Part 2,107570.0
692,7.1, 中国大陆,"['喜剧', '动作']", 汉语普通话,2013-03-29,厨子戏子痞子,239690.0
693,7.4, 美国,"['科幻', '悬疑', '惊悚']", 英语,2011-10-13,永无止境 Limitless,113276.0
694,8.0, 美国,"['动作', '惊悚', '犯罪']", 英语 / 汉语普通话 / 粤语 / 日语 / 西班牙语,2004-04-08,杀死比尔2 Kill Bill: Vol. 2,216570.0
695,8.7, 日本,"['剧情', '家庭']", 日语 / 汉语普通话,2013-01-19,东京家族 東京家族,37638.0
696,7.3, 美国 / 法国 / 澳大利亚 / 德国 / 英国,"['动作', '科幻', '恐怖']", 英语,2007-09-21,生化危机3：灭绝 Resident Evil: Extinction,156796.0
697,8.6, 美国 / 法国,"['剧情', '犯罪']", 英语 / 法语 / 德语 / 俄语 / 西班牙语 / 乌克兰语 / 阿拉伯语 / 土耳其语 / 汉语普通话,2005-09-16,战争之王 Lord of War,264885.0
698,7.5, 美国,"['喜剧', '爱情', '家庭']", 英语,2001-08-03,公主日记 The Princess Diaries,257762.0
699,7.2, 印度,"['剧情', '喜剧']", 印地语,2018-06-08,厕所英雄 Toilet - Ek Prem Katha,78818.0
700,6.5, 美国 / 中国大陆 / 澳大利亚 / 加拿大,"['动作', '奇幻', '冒险']", 英语 / 越南语 / 日语,2017-03-24,金刚：骷髅岛 Kong: Skull Island,189305.0
701,7.7, 美国,"['喜剧', '动画', '奇幻']", 英语,2015-10-27,精灵旅社2 Hotel Transylvania 2,121429.0
702,7.4, 中国大陆,"['剧情', '家庭']", 汉语普通话,2018-10-05,找到你,178103.0
703,8.5, 中国香港,"['动作', '悬疑', '惊悚', '犯罪']", 粤语 / 英语,2007-11-29,神探,184504.0
704,7.2, 美国 / 德国,"['动作', '惊悚', '冒险']", 英语,2002-11-28,碟中谍2 Mission: Impossible II,141662.0
705,6.8, 中国大陆 / 中国香港,"['剧情', '动作', '武侠', '古装']", 汉语普通话,2011-12-15,龙门飞甲,244109.0
706,8.2, 英国 / 美国,"['科幻', '恐怖']", 英语 / 西班牙语,1979-05-25,异形 Alien,167097.0
707,5.6, 美国,"['喜剧', '动作', '科幻']", 英语,2019-06-12,黑衣人：全球追缉 Men in Black International,138575.0
708,7.0, 美国,"['喜剧', '动画', '冒险']", 英语,2019-07-05,爱宠大机密2 The Secret Life of Pets 2,94313.0
709,8.4, 日本,"['喜剧', '动画', '悬疑', '家庭', '冒险']", 英语 / 意大利语 / 日语,1997-04-19,名侦探柯南：引爆摩天楼 名探偵コナン 時計じかけの摩天楼,99717.0
710,5.7, 美国 / 中国大陆 / 中国香港,"['动作', '科幻', '惊悚']", 英语 / 汉语普通话 / 泰语,2018-08-10,巨齿鲨 The Meg,183660.0
711,6.8, 日本,"['剧情', '爱情', '动画']", 日语,2017-09-08,声之形 聲の形,107636.0
712,7.7, 美国 / 中国大陆 / 加拿大 / 日本,"['动作', '奇幻', '冒险']", 英语,2016-06-08,魔兽 Warcraft,265144.0
713,8.7, 法国,['冒险'], 法语,2019-10-09,给我翅膀 Donne-moi des ailes,14482.0
714,7.7, 中国大陆 / 中国香港,"['剧情', '动作', '悬疑']", 汉语普通话 / 上海话 / 日语 / 英语,2016-12-16,罗曼蒂克消亡史,314106.0
715,7.8, 美国 / 加拿大,"['惊悚', '恐怖']", 英语 / 法语,2000-03-17,死神来了 Final Destination,236007.0
716,6.1, 美国,"['动作', '科幻', '冒险']", 英语,2015-02-08,饥饿游戏3：嘲笑鸟(上) The Hunger Games: Mockingjay - Part 1,138796.0
717,8.7, 美国,"['喜剧', '科幻', '冒险']", 英语,1985-07-03,回到未来 Back to the Future,139598.0
718,8.2, 美国 / 英国,"['剧情', '动画', '奇幻']", 英语,2005-09-07,僵尸新娘 Corpse Bride,302103.0
719,7.3, 中国大陆 / 中国香港,"['动作', '传记', '历史']", 粤语 / 汉语普通话 / 英语,2010-04-27,叶问2：宗师传奇,207380.0
720,6.6, 德国 / 法国 / 美国 / 加拿大,"['动作', '科幻', '恐怖']", 英语 / 日语,2010-11-16,生化危机4：战神再生 Resident Evil: Afterlife,157194.0
721,8.6, 美国 / 德国,"['剧情', '爱情']", 英语 / 德语 / 希腊语 / 拉丁语,2008-12-10,朗读者 The Reader,373373.0
722,7.3, 美国 / 英国 / 中国大陆,"['剧情', '喜剧']", 英语 / 意大利语 / 西班牙语,2019-05-21,好莱坞往事 Once Upon a Time... in Hollywood,174179.0
723,8.1, 美国,"['喜剧', '动画', '冒险']", 英语,2012-07-27,冰川时代4 Ice Age: Continental Drift,191601.0
724,8.6, 美国 / 德国,"['剧情', '犯罪']", 英语 / 波斯语 / 西班牙语 / 汉语普通话 / 韩语,2004-09-10,撞车 Crash,253418.0
725,8.3, 美国,"['喜剧', '动画', '冒险']", 英语,2009-07-08,冰川时代3 Ice Age: Dawn of the Dinosaurs,198159.0
726,7.2, 中国大陆,"['喜剧', '战争']", 汉语普通话,,举起手来！,
727,8.6, 美国,"['剧情', '冒险']", 英语 / 俄语,2000-12-22,荒岛余生 Cast Away,217345.0
728,4.9, 中国大陆,['爱情'], 汉语普通话,2016-08-12,微微一笑很倾城,111811.0
729,8.4, 中国香港,"['剧情', '动作', '犯罪']", 粤语 / 汉语普通话 / 英语,1987-12-17,英雄本色2,116997.0
730,7.7, 中国香港,"['喜剧', '古装']", 粤语,1992-07-02,审死官 審死官,151617.0
731,8.0, 日本,"['剧情', '动画']", 日语,2015-05-28,哆啦A梦：伴我同行 STAND BY ME ドラえもん,224544.0
732,7.9, 中国大陆,"['剧情', '爱情', '历史']", 汉语普通话,2014-05-16,归来,278274.0
733,8.1, 美国,"['动作', '科幻', '冒险', '灾难']", 英语,1996-07-02,独立日 Independence Day,226939.0
734,3.7, 中国大陆,['爱情'], 汉语普通话,2015-04-30,何以笙箫默,137416.0
735,6.5, 中国大陆 / 中国香港,"['剧情', '动作', '传记', '历史']", 汉语普通话 / 粤语 / 英语,2015-12-24,叶问3,123965.0
736,8.1, 美国,"['喜剧', '动作', '动画', '冒险']", 英语 / 西班牙语 / 法语,2005-01-28,超人总动员 The Incredibles,233193.0
737,8.1, 中国大陆,"['喜剧', '动作', '冒险']", 汉语普通话 / 青岛话 / 闽南语 / 陕西话 / 武汉话 / 四川话,2009-01-20,疯狂的赛车,266932.0
738,7.3, 中国香港 / 中国大陆,"['剧情', '喜剧', '爱情']", 粤语 / 汉语普通话,2012-03-29,春娇与志明 春嬌與志明,342009.0
739,7.6, 中国香港,['喜剧'], 粤语,1992-04-09,逃学威龙2 逃學威龍2,134971.0
740,7.2, 美国 / 南非,"['悬疑', '惊悚']", 英语,2019-01-18,密室逃生 Escape Room,191482.0
741,6.1, 德国 / 加拿大 / 美国 / 法国,"['动作', '科幻', '恐怖']", 英语,2013-03-17,生化危机5：惩罚 Resident Evil: Retribution,149851.0
742,7.9, 新西兰 / 美国 / 德国,"['动作', '奇幻', '冒险']", 英语,2006-01-12,金刚 King Kong,250705.0
743,7.7, 法国 / 美国,"['动作', '惊悚']", 英语 / 俄语 / 法语,2019-06-21,安娜 Anna,126095.0
744,6.8, 印度,"['剧情', '犯罪']", 印地语,2019-05-10,一个母亲的复仇 Mom,76952.0
745,6.9, 美国,"['喜剧', '动画', '冒险']", 英语,2016-08-23,冰川时代5：星际碰撞 Ice Age: Collision Course,65513.0
746,5.6, 中国大陆,"['喜剧', '奇幻', '冒险', '古装']", 汉语普通话,2015-12-18,万万没想到,175376.0
747,4.0, 中国大陆,"['爱情', '奇幻']", 汉语普通话,2017-08-03,三生三世十里桃花,196615.0
748,6.0, 中国大陆,['喜剧'], 汉语普通话,2016-12-30,情圣,131797.0
749,8.4, 爱尔兰 / 加拿大 / 卢森堡,"['剧情', '动画', '家庭']", 英语,2019-01-11,养家之人 The Breadwinner,86239.0
750,8.5, 韩国,"['剧情', '惊悚', '犯罪']", 韩语,2010-09-02,金福南杀人事件始末 김복남 살인사건의 전말,156876.0
751,7.1, 中国大陆,"['悬疑', '惊悚', '奇幻']", 汉语普通话,2018-02-01,灵魂摆渡·黄泉,97470.0
752,5.8, 中国大陆,['喜剧'], 汉语普通话,2015-12-31,一念天堂,72432.0
753,6.7, 中国大陆,"['剧情', '喜剧']", 汉语普通话,2016-11-18,我不是潘金莲,223683.0
754,6.9, 美国 / 英国,"['动作', '科幻', '冒险']", 英语,2014-10-28,移动迷宫 The Maze Runner,168520.0
755,7.8, 韩国,['剧情'], 韩语,2016-08-10,隧道 터널,154617.0
756,8.3, 美国,"['剧情', '喜剧', '爱情', '运动']", 英语 / 意大利语,2019-08-09,我在雨中等你 The Art of Racing in the Rain,37208.0
757,4.9, 中国大陆,"['动作', '悬疑', '犯罪']", 汉语普通话,2017-08-11,心理罪,122240.0
758,6.5, 法国,['科幻'], 英语,2019-09-15,血液机器 Blood Machines,3591.0
759,7.3, 美国 / 德国 / 英国,"['动作', '科幻', '惊悚']", 英语,2003-08-29,终结者3 Terminator 3: Rise of the Machines,100424.0
760,7.1, 中国大陆,['剧情'], 汉语普通话,2019-08-16,送我上青云,161633.0
761,7.9, 韩国,"['喜剧', '动作']", 韩语,2013-06-05,隐秘而伟大 은밀하게 위대하게,182506.0
762,6.0, 中国香港 / 中国大陆,"['动作', '犯罪']", 粤语 / 汉语普通话,2019-04-04,反贪风暴4 P風暴,133636.0
763,5.5, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2016-07-15,陆垚知马俐,84590.0
764,6.6, 中国大陆,['爱情'], 汉语普通话,2016-04-22,谁的青春不迷茫,82086.0
765,8.9, 中国大陆,['剧情'], 汉语普通话,1983,城南旧事,65365.0
766,4.2, 中国大陆,"['喜剧', '惊悚']", 汉语普通话,2017-12-29,妖铃铃,116840.0
767,7.9, 美国 / 英国,"['科幻', '惊悚', '灾难']", 英语 / 格陵兰语,2013-11-19,地心引力 Gravity,363538.0
768,8.8, 中国台湾,"['剧情', '犯罪']", 汉语普通话 / 闽南语 / 上海话 / 粤语,1991-07-27,牯岭街少年杀人事件 牯嶺街少年殺人事件,187771.0
769,7.6, 美国,['剧情'], 英语,2020-01-24,从不，很少，有时，总是 Never Rarely Sometimes Always,26428.0
770,8.8, 美国,"['剧情', '传记']", 英语,2015-09-03,聚焦 Spotlight,212036.0
771,8.4, 法国 / 美国,"['剧情', '悬疑', '惊悚']", 英语 / 西班牙语,2001-05-16,穆赫兰道 Mulholland Dr.,332615.0
772,7.9, 美国,"['科幻', '惊悚', '恐怖']", 英语,2007-11-21,迷雾 The Mist,233869.0
773,5.4, 中国大陆,"['剧情', '爱情']", 汉语普通话,2019-06-06,最好的我们,93248.0
774,7.1, 美国,"['悬疑', '惊悚', '恐怖']", 英语,2018-02-02,忌日快乐 Happy Death Day,200193.0
775,6.3, 中国香港 / 美国,"['动作', '惊悚', '冒险']", 英语 / 粤语 / 汉语普通话,2018-07-20,摩天营救 Skyscraper,145688.0
776,8.4, 日本,"['动画', '悬疑', '冒险']", 日语,2003-04-19,名侦探柯南：迷宫的十字路口 名探偵コナン 迷宮の十字路,89566.0
777,7.8, 美国,"['剧情', '奇幻', '冒险']", 英语,2016-04-15,奇幻森林 The Jungle Book,219050.0
778,7.5, 德国 / 英国,"['喜剧', '爱情']", 英语,2014-10-22,"爱你，罗茜 Love, Rosie",111441.0
779,8.5, 美国,"['动作', '科幻', '惊悚', '犯罪']", 英语 / 拉丁语,1997-06-27,变脸 Face/Off,318630.0
780,7.2, 中国大陆,"['喜剧', '爱情']", 汉语普通话 / 日语,2008-12-18,非诚勿扰,360842.0
781,4.3, 中国大陆,['爱情'], 汉语普通话,2015-07-10,栀子花开,126508.0
782,5.4, 中国大陆 / 美国,"['喜剧', '动作', '奇幻', '古装']", 汉语普通话,2015-07-03,道士下山,180857.0
783,6.3, 中国大陆 / 中国香港,"['动作', '悬疑', '犯罪']", 汉语普通话 / 粤语,2017-04-28,拆弹专家,102311.0
784,6.9, 日本,"['爱情', '动画']", 日语,2019-01-18,我想吃掉你的胰脏 君の膵臓をたべたい,71508.0
785,8.5, 韩国 / 美国 / 中国香港,"['剧情', '动作', '犯罪']", 韩语 / 汉语普通话,2010-12-22,黄海 황해,150751.0
786,8.6, 日本,"['喜剧', '科幻', '动画', '家庭', '冒险']", 日语 / 英语,2009-08-01,夏日大作战 サマーウォーズ,149230.0
787,7.7, 韩国,"['喜剧', '动作', '犯罪']", 韩语 / 汉语普通话 / 英语 / 日语,2019-01-23,极限职业 극한직업,122409.0
788,7.2, 美国 / 英国,"['喜剧', '奇幻', '冒险']", 英语 / 匈奴语,2015-01-04,博物馆奇妙夜3 Night at the Museum: Secret of the Tomb,135669.0
789,8.0, 法国 / 比利时,"['剧情', '喜剧', '爱情']", 法语,2003-09-17,两小无猜 Jeux d'enfants,401204.0
790,8.0, 日本,"['动画', '悬疑']", 日语,1998-04-18,名侦探柯南：第十四个目标 名探偵コナン 14番目の標的,70818.0
791,8.1, 美国 / 英国,"['剧情', '传记', '历史']", 英语,2013-11-08,为奴十二年 12 Years a Slave,173483.0
792,8.5, 日本,"['喜剧', '动画', '悬疑', '犯罪', '冒险']", 日语 / 俄语 / 汉语普通话,1999-04-17,名侦探柯南：世纪末的魔术师 名探偵コナン 世紀末の魔術師,95609.0
793,8.2, 德国,"['悬疑', '惊悚', '犯罪']", 德语 / 英语,2014-09-25,我是谁：没有绝对安全的系统 Who Am I - Kein System ist sicher,144520.0
794,7.0, 英国 / 中国大陆 / 美国,"['动作', '犯罪']", 英语 / 汉语普通话,2017-09-30,英伦对决 The Foreigner,181857.0
795,5.5, 中国大陆,"['喜剧', '爱情', '奇幻']", 汉语普通话,2017-12-29,二代妖精之今生有幸,121401.0
796,8.9, 法国 / 英国,"['喜剧', '战争']", 法语 / 英语 / 德语,1966-12-08,虎口脱险 La grande vadrouille,173139.0
797,8.6, 日本,"['动作', '动画', '悬疑', '惊悚']", 日语,2001-04-21,名侦探柯南：通向天国的倒计时 名探偵コナン 天国へのカウントダウン,96211.0
798,7.6, 英国 / 澳大利亚,"['剧情', '犯罪']", 英语,2020-03-06,逃离比勒陀利亚 Escape from Pretoria,36022.0
799,8.4, 美国 / 英国 / 中国大陆,"['剧情', '战争']", 英语,2016-11-11,比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,321162.0
800,7.1, 美国 / 加拿大,"['剧情', '冒险']", 英语 / 法语,2020,野性的呼唤 The Call of the Wild,16570.0
801,7.4, 中国香港 / 中国大陆,"['剧情', '动作', '犯罪']", 汉语普通话 / 粤语 / 英语 / 泰语 / 韩语,2015-06-18,杀破狼2 殺破狼2,147306.0
802,5.8, 日本,"['动画', '悬疑']", 日语,2018-11-09,名侦探柯南：零的执行人 名探偵コナン ゼロの執行人,94669.0
803,7.4, 美国,"['科幻', '恐怖']", 英语,2017-06-16,异形：契约 Alien: Covenant,206558.0
804,6.5, 中国大陆 / 美国 / 中国香港,"['剧情', '喜剧', '动作']", 汉语普通话 / 英语 / 上海话 / 法语 / 日语 / 满语 / 越南语 / 拉丁语,2014-12-18,一步之遥,253482.0
805,7.0, 美国,"['动作', '科幻']", 英语,2011-10-20,时间规划局 In Time,171710.0
806,7.9, 中国香港,"['爱情', '奇幻', '武侠', '古装']", 粤语,1990-07-13,倩女幽魂2：人间道 倩女幽魂II 人間道,119870.0
807,6.9, 美国,"['动作', '奇幻', '冒险']", 英语,2018-01-12,勇敢者游戏：决战丛林 Jumanji: Welcome to the Jungle,168824.0
808,5.7, 中国大陆 / 中国香港,"['喜剧', '爱情']", 汉语普通话 / 英语,2014-11-28,撒娇女人最好命,183123.0
809,7.6, 美国,"['动作', '科幻', '惊悚', '冒险']", 英语 / 西班牙语,1997-08-07,侏罗纪公园2：失落的世界 The Lost World: Jurassic Park,114246.0
810,4.1, 中国大陆 / 中国香港,"['喜剧', '爱情']", 汉语普通话,2016-12-23,摆渡人,206443.0
811,7.8, 中国大陆,"['剧情', '历史', '战争', '灾难']", 河南方言 / 英语 / 日语 / 汉语普通话,2012-11-29,一九四二,222980.0
812,7.6, 印度,"['剧情', '喜剧']", 印地语 / 英语,2018-10-12,嗝嗝老师 Hichki,71742.0
813,8.4, 意大利,"['剧情', '爱情', '悬疑']", 英语,2013-01-01,最佳出价 La migliore offerta,123307.0
814,8.3, 日本,"['剧情', '动画', '悬疑', '犯罪', '冒险']", 日语 / 意大利语,2000-04-22,名侦探柯南：瞳孔中的暗杀者 名探偵コナン 瞳の中の暗殺者,82998.0
815,7.1, 中国台湾,"['剧情', '爱情']", 汉语普通话,2018-06-10,海吉拉,38755.0
816,8.3, 英国 / 美国,"['剧情', '爱情', '同性']", 英语,2015-05-17,卡罗尔 Carol,211581.0
817,7.2, 美国,"['动作', '科幻', '惊悚', '冒险']", 英语,2002-01-23,侏罗纪公园3 Jurassic Park III,86256.0
818,8.1, 中国大陆,['剧情'], 汉语普通话,2018-02-16,大象席地而坐,127321.0
819,7.7, 中国香港,"['剧情', '喜剧']", 粤语,1990-12-13,赌侠 賭俠,138985.0
820,6.7, 美国,"['喜剧', '动画', '奇幻']", 英语,2018-08-17,精灵旅社3：疯狂假期 Hotel Transylvania 3: Summer Vacation,95544.0
821,5.9, 中国大陆,"['剧情', '喜剧']", 汉语普通话,2015-06-19,少年班,79633.0
822,8.8, 美国,"['剧情', '爱情', '战争', '西部']", 英语 / 科尼什语,1994-12-16,燃情岁月 Legends of the Fall,217453.0
823,7.8, 美国,"['剧情', '动画', '家庭', '冒险']", 英语,1998-06-19,花木兰 Mulan,190774.0
824,8.1, 美国 / 德国,"['动作', '科幻', '悬疑', '惊悚']", 英语,2004-07-16,"我，机器人 I, Robot",219194.0
825,7.3, 中国大陆 / 中国香港,"['剧情', '动作', '战争', '古装']", 汉语普通话,2007-12-12,投名状,159361.0
826,8.6, 德国 / 美国,"['剧情', '悬疑', '惊悚', '犯罪']", 英语 / 匈牙利语 / 西班牙语 / 法语,1995-01-25,非常嫌疑犯 The Usual Suspects,197463.0
827,8.2, 美国,"['剧情', '惊悚', '犯罪']", 英语 / 西班牙语,2007-05-19,老无所依 No Country for Old Men,212615.0
828,7.0, 中国香港 / 中国大陆,"['剧情', '喜剧', '爱情']", 粤语 / 汉语普通话,2017-04-11,春娇救志明 春嬌救志明,183682.0
829,8.8, 日本,"['剧情', '家庭']", 日语,2016-05-18,比海更深 海よりもまだ深く,130242.0
830,8.6, 美国 / 德国 / 英国,"['剧情', '悬疑', '犯罪']", 英语 / 西班牙语,2003-02-21,大卫·戈尔的一生 The Life of David Gale,164593.0
831,4.3, 中国大陆,"['动作', '惊悚', '冒险']", 汉语普通话,2015-09-30,九层妖塔,165708.0
832,8.2, 中国台湾,"['悬疑', '惊悚', '犯罪']", 汉语普通话 / 闽南语,2017-03-31,目击者之追凶 目擊者,117610.0
833,8.2, 韩国,"['剧情', '动作', '悬疑', '惊悚']", 韩语,2003-11-21,老男孩 올드보이,222194.0
834,7.4, 美国 / 中国大陆,"['动作', '悬疑', '惊悚']", 英语 / 希腊语 / 德语 / 日语,2016-08-23,谍影重重5 Jason Bourne,163534.0
835,8.3, 中国大陆 / 中国香港,"['剧情', '爱情', '同性']", 汉语普通话,2001-11-22,蓝宇 藍宇,197917.0
836,8.1, 中国大陆 / 中国香港,"['剧情', '传记', '历史', '战争']", 汉语普通话 / 英语,2007-12-20,集结号,190655.0
837,8.4, 韩国,"['剧情', '惊悚', '犯罪']", 韩语,2008-02-14,追击者 추격자,175031.0
838,8.1, 韩国,"['剧情', '惊悚', '犯罪']", 韩语,2013-05-16,蒙太奇 몽타주,72793.0
839,8.0, 中国香港,"['喜剧', '恐怖', '奇幻']", 粤语 / 福建话,1995-07-06,回魂夜,137954.0
840,7.6, 日本,"['剧情', '爱情']", 日语,2016-11-05,溺水小刀 溺れるナイフ,74851.0
841,8.4, 法国 / 比利时 / 西班牙 / 突尼斯,"['剧情', '爱情', '同性']", 法语 / 英语,2013-05-23,阿黛尔的生活 La vie d'Adèle,176871.0
