R,F,M
765,1,3588
673,1,559
666,1,2899
747,1,79
807,1,1699
729,1,85
797,1,99
661,1,338
719,1,899
823,1,11
788,1,3588
887,1,4188
695,1,3699
815,1,2038
784,1,39.9
784,1,118.7
951,1,4599
721,1,407.9
647,1,1899
820,1,1
710,2,128
617,1,79.9
960,1,3399
869,1,1869
743,1,3888
747,1,98.9
665,1,1299
795,1,398
761,1,360
730,5,803.8
704,1,5
631,1,9.9
618,2,8598
797,1,69
930,3,7466
754,1,188
896,1,49
643,1,134.4
665,2,7176
873,1,99.3
914,4,3670
617,1,449
890,1,3299
793,1,189
917,4,3908
798,1,316
620,1,18.9
727,1,3558
792,2,611.6
817,1,3588
700,2,267
809,1,3049
741,1,158
770,1,9.9
849,1,9.9
860,1,279
764,1,199
626,2,192
809,1,2299
731,1,666
654,4,1659
818,1,5399
715,1,96
881,1,487
688,1,3699
664,1,3599
776,3,216.9
627,1,11
776,1,584
797,1,69
864,1,118
734,1,49.6
782,1,898
898,1,397
786,1,18.5
717,1,199.4
699,1,199.4
738,2,108.9
741,1,199
705,1,294.9
919,4,4257.4
739,1,247.9
865,1,8489
667,9,5221.5
724,1,7899
656,1,1497
752,1,29.9
721,1,99
894,1,96
770,1,95
800,1,7199
798,1,59
731,1,447
772,1,5803
659,1,3199
623,1,759
875,1,99
710,1,3119
823,1,2496
691,1,59
805,1,129
817,1,328
705,1,99
819,1,380
709,1,138
770,1,2688
820,1,498
668,8,5307.9
771,1,99
644,1,168
692,1,20.1
721,1,129
796,1,1038
762,1,7178
693,1,6488
810,1,199.4
785,1,199.4
816,1,199
860,1,199
716,1,199.4
820,1,199.4
783,1,199
712,2,398.4
647,1,218
707,1,415
694,1,42.9
649,10,16490.8
874,1,125
895,1,199
665,1,29.9
804,1,58
720,1,1548
774,1,315
668,9,3920.7
620,3,27.9
696,2,894
717,2,2733.9
635,1,1348
734,2,4458
886,1,3199
679,1,96
825,20,10043.2
646,1,50
769,1,7666
693,1,2988
786,1,69
649,1,34.9
813,1,449
862,1,567
812,1,89
875,1,665
698,1,2999
845,1,599
655,1,449
705,1,99
683,1,3298
722,2,398
709,1,16.9
680,1,99
784,1,75
677,2,60.7
693,1,65
826,16,16077.6
817,1,1
807,1,109
652,1,666
613,2,2695
877,1,19.8
784,1,199.4
765,1,99
696,1,3498
813,1,4599
649,2,145.6
628,1,195.5
720,1,3338
798,2,254.5
869,1,2388
740,1,199
648,1,2999
683,1,358
718,1,99
694,2,105
815,1,249
892,1,99
700,1,5590
787,1,299
761,1,99
689,1,118
679,1,328
653,2,186
891,1,799
868,1,388
679,1,172
719,1,59
733,1,50.8
609,2,3798
733,1,199.6
685,1,139
969,1,119
952,1,174
934,1,96
917,1,95
772,1,199
741,1,3238
661,1,18
609,1,29
800,1,1999
772,1,258
807,1,286
692,1,2558
665,4,758
850,1,7.7
837,1,95
837,1,989
677,2,13998
680,1,49.6
862,1,162
822,1,198
889,1,59.4
796,1,103.8
666,2,50
626,1,55
820,1,118
882,1,199
914,4,1929
687,1,98.7
675,1,4188
674,1,99
673,1,738
672,1,1238
671,1,49
670,1,2669
669,1,118
668,1,9.9
718,4,197.6
759,1,36
784,1,199.4
613,8,33892
650,1,309
778,1,89
611,1,99
649,1,22
893,1,129
882,1,10.1
771,1,2450
799,1,199
621,2,56
763,1,55
804,1,52.8
921,1,139
743,2,38
704,1,4199
754,1,1159
697,1,3148
706,2,906
793,1,2888
752,1,1380
730,1,99
790,1,175
971,1,2799
954,1,5858
937,1,2799
919,1,118
859,1,277
745,1,1438
644,1,479
863,1,2098
715,1,294.9
685,1,199
872,1,10.1
613,1,196
729,1,279
818,1,11.1
916,4,400
646,1,88
652,4,179.9
824,1,11.1
893,1,6439
867,1,99
787,1,129
688,1,288
727,1,3388
713,1,29.7
778,1,109
959,1,7999
941,1,1388
924,1,558
895,1,95
754,1,29.9
921,4,5417
860,1,89
874,1,95
704,1,1799
694,1,29
663,6,6494.9
914,4,4207.9
651,1,169
625,4,266
624,1,848
869,1,19
692,1,10.9
803,1,1799
750,1,70
880,1,199.4
664,2,398.4
678,1,199
877,1,199
703,1,199
652,1,1473
914,4,3124.8
795,1,59
729,2,10097
716,1,573
871,1,78
701,1,109.2
649,2,198
624,1,219
653,1,3498
728,1,796
771,1,1298
900,1,59.8
777,1,39
817,1,777
729,1,98
652,2,3276
970,1,99
953,1,1
935,1,139
918,1,310
714,1,299
887,1,44
669,1,1699
903,1,48.5
925,3,364
821,1,49
899,1,36.9
897,1,20.1
766,1,321
644,1,99
721,1,59.9
898,1,97
715,1,49
738,1,2199
730,1,505
620,1,9.9
799,1,158
934,1,65.8
816,1,99
925,3,174.8
882,1,39.9
872,1,3179
729,1,118
687,1,819
925,3,545
820,1,9
691,1,17.9
797,1,3699
651,1,899
714,1,3899
748,1,2098
917,4,731.1
656,2,1050
701,1,525
658,1,385
875,1,208
632,1,299
894,1,2788
874,1,99
803,1,6999
927,3,476.9
724,1,338
685,1,119
815,1,89
874,2,98
826,16,12116.8
713,1,1377
623,1,399
888,1,22
895,1,99
887,1,2566
915,4,561.9
794,1,149
742,1,5
727,1,19.9
768,1,3398
680,1,79
816,1,39.8
687,2,3907
777,1,2098
705,1,2098
812,1,598
752,1,49.9
738,1,1
864,1,99.3
767,2,419
620,1,96
659,1,9.8
680,1,110
659,1,147
824,1,79
918,4,2702
871,1,29.9
666,1,5
760,1,111
652,2,98.9
630,2,96
653,1,249
822,1,88
798,1,99
750,1,99
620,3,507
712,1,10.1
800,1,199
726,1,19
666,1,96
768,1,5799
766,5,876.8
807,1,849
647,1,69
739,1,149
627,2,314
789,1,398
629,4,835.9
678,3,80.2
701,1,2896
658,1,69
616,1,95.9
649,1,99
734,1,4288
811,2,39.8
626,1,1199
752,1,55
737,1,99
612,1,358
692,1,2589
619,1,49.7
906,1,1
664,1,4288
808,1,49
718,1,35.9
887,1,218
690,1,2999
704,1,69
750,1,104.9
747,1,100
760,1,2799
716,1,15
761,1,9.9
762,2,48
678,1,239
788,1,2388
802,1,188.5
744,1,205
801,1,29.9
699,2,617.8
877,1,99
782,1,49
724,1,1399
705,1,2199
742,1,401
738,1,5598
798,1,22
696,1,98
927,3,6451.9
962,1,139
713,1,259
807,1,727
755,1,149
645,1,2698
706,1,746
744,1,129
729,1,179.8
814,1,35
617,1,479
766,1,405
615,2,630
886,1,510
745,1,2098
707,1,2098
714,1,510
693,1,3388
861,1,709
748,1,2
682,1,96
644,1,79
863,1,49
919,4,923.8
782,1,4698
711,5,6841.9
881,1,7599
753,1,1
650,1,5188
745,1,99
611,1,213.5
806,1,95
783,1,118
662,1,96
881,1,3149
749,1,58
810,1,9
772,1,89
622,1,1238
887,1,79
716,1,2888
644,1,699
724,1,3399
697,1,1499
666,7,345.4
701,1,39
688,1,95
703,1,179
658,1,109
801,1,59.9
891,1,999
629,1,738
798,1,288
631,1,469
705,1,839
807,2,63.9
885,1,99
814,1,177
801,1,318
631,1,99
729,1,4349
890,1,5
664,5,1282.8
656,1,99.4
704,1,49
823,1,134.9
631,1,26.9
876,1,89
881,1,2569
666,1,79
728,1,48.5
618,1,33.8
885,1,89
630,1,299
710,1,199
717,1,118
680,1,149
680,1,22.5
719,2,353
778,1,59
917,4,1225.9
775,1,1086
614,1,9.9
866,1,199
883,1,79
781,1,309
717,1,1938
782,1,39
631,1,99
776,1,299
629,1,49
622,1,218
666,1,9.9
728,1,10.1
730,1,39.9
721,1,3
614,1,9.9
752,1,96
703,3,17
616,1,99
895,1,4998
713,1,79
818,1,199
620,1,18.5
918,4,215.7
613,1,859
870,1,69
609,1,2998
863,1,6189
890,1,218
745,1,5796
622,1,34.9
970,1,99
953,1,99.3
936,1,87
918,1,1238
862,1,2566
971,1,108
953,1,69
936,1,1639
919,1,3699
891,1,1249
866,1,29
782,1,8.8
762,1,96
659,1,49
668,8,5204.4
714,1,328
690,1,39.9
717,1,55
654,1,2399
694,1,99
874,1,4888
869,2,226.7
807,1,1445
735,1,32.9
758,1,39
880,1,999
733,1,99
611,55,45984
650,4,2088
916,4,7644
751,2,108
881,1,352
621,4,554
710,1,35.9
891,1,89
799,1,242
711,2,2
820,1,2198
773,1,1999
866,1,1236
765,1,88
815,1,79
815,1,1021.9
806,1,99
872,1,29.9
619,1,99.3
913,4,778.8
680,1,199
819,1,99
690,1,179
924,3,3173
732,1,225
915,4,2543.9
826,16,13361
617,1,525
817,1,528
621,1,525
655,1,499
771,1,276
882,1,99
729,1,69
734,2,170
720,1,191
652,2,707
622,2,737
872,1,96
701,1,839
764,2,425.7
817,1,143.9
617,1,299
866,1,2615
818,1,129
963,1,1899
766,1,69
657,1,99.3
611,1,110
694,1,839
919,4,1055.3
730,1,99
926,3,4048
762,1,53.7
625,1,1699
732,2,1159
814,1,33.8
653,1,398
800,1,29
655,1,207.2
618,3,1407
738,1,255.8
793,1,59
774,1,446
647,1,35.8
618,1,36.8
875,1,139
772,1,3876
696,1,2298
805,1,237
900,1,110
677,1,1999
707,1,258
888,1,699
751,1,169
757,1,89
773,1,95
893,1,49
666,1,69
788,1,11
694,1,109
644,1,11
795,1,69
973,1,1799
956,1,448
939,1,3199
921,1,1899
861,1,58
650,1,399
655,1,3588
783,1,19.8
808,1,168
962,1,99
786,1,598
694,1,118
711,2,5776
801,1,96
661,1,143
612,1,147
963,1,5766
945,1,15188
928,1,29.7
862,1,49
690,1,499
631,1,79
912,1,69.9
912,1,86
911,1,207
911,1,2597
910,1,2080
910,1,39
909,1,4198
909,1,4299
908,1,1398
908,1,169
907,1,399
907,1,2198
906,1,219
906,1,4099
905,1,949
778,1,4199
734,1,1799
799,5,3279.5
860,1,1838
914,4,183.1
649,2,58.9
826,16,10203.7
769,1,6999
768,1,3598
892,1,95
724,1,96
804,1,98
783,1,45
697,1,2198
841,1,49
728,1,6589
758,1,39
815,1,179
863,1,69
728,1,788
666,2,22
772,1,1379
687,3,94
703,1,49.3
805,1,86
693,1,448
690,1,96
627,1,99
817,1,189
659,1,372
788,2,1438
698,1,3699
745,1,297
874,1,11.1
611,1,9.9
894,1,39
803,1,49.6
614,1,19
720,1,2478
749,1,12.6
702,1,109
822,1,6588
790,1,4166
627,1,360
741,1,115
690,1,139
630,1,31.9
824,1,87
705,3,277
812,1,54
732,1,666
647,1,99
803,1,178
706,1,376
742,1,3699
662,1,799
896,1,3598
869,1,4699
699,3,19.9
690,1,3069
769,1,21
683,1,39.9
895,1,105.8
708,1,49
613,3,33
775,1,999
790,1,237
892,1,48.8
792,1,139
678,1,179
923,3,1743
866,1,9.9
817,1,49
709,1,3798
740,1,49
815,1,95
625,1,29
632,1,228
709,1,69
826,16,20822.6
925,3,4756
610,1,169
816,1,3688
795,1,4990
897,1,96
654,1,3
759,1,2788
860,1,95
787,1,299
705,1,29.9
690,1,517
631,2,393.9
698,1,398
716,1,79
689,1,96
861,1,3200
876,1,178
777,1,3888
620,1,2076
783,1,144
618,1,49
798,1,890
661,1,96
792,1,3798
610,1,55
683,1,39
724,2,388
823,1,229
705,1,74
805,1,528
777,1,99
773,1,3699
774,1,199
721,4,376.9
924,3,1274
920,1,403
783,1,70.8
823,1,39
818,1,447
970,1,2888
953,1,49.5
935,1,48
918,1,66
776,1,99
731,1,288
791,1,99
961,1,99
944,1,96
926,1,1699
617,1,65
724,1,35.9
817,1,1188
731,4,250
952,1,1999
934,1,2018
917,1,99
739,1,39
936,1,6
960,1,199
943,1,359
784,1,1
926,1,3399
876,1,110
754,1,318
738,1,299
661,2,128
771,1,53
666,1,44
787,1,9.9
815,1,78.9
716,3,1097.5
865,1,2559
804,1,428
699,2,93.6
923,3,726
760,1,8.8
893,1,6088
613,1,99
861,2,1297
679,2,182
627,1,88
765,1,1788
779,1,29.9
713,1,3490
925,3,2030.9
728,1,7899
620,1,109
864,1,519
630,1,9.9
771,1,5198
706,1,29
629,1,1499
969,1,95
952,1,448
934,1,96
917,1,99
861,1,398
692,2,288
914,4,7674
618,1,1599
700,1,4599
804,1,29
611,1,4298
865,1,9.9
715,1,299
707,1,9
941,1,339
649,1,537
942,1,218.8
837,1,96
630,1,289
868,1,35
689,1,28.9
656,1,29.9
686,1,299
692,2,487
764,1,4166
875,1,99
661,1,567
660,2,78
787,1,2899
647,1,32
722,1,88
867,1,29.9
684,1,3486
738,1,50
689,2,178.9
889,1,1288
708,2,774
652,1,2649
685,2,1105
793,1,108
897,1,32
719,1,248
775,1,98
961,1,316
944,1,49
926,1,96
886,1,89
724,1,568
687,1,99.3
680,1,99
815,1,49
752,1,6837
809,1,159
662,1,688
805,1,109
646,2,2807
792,1,169
699,2,218.6
916,1,48.5
772,1,99
702,17,10736.2
859,1,49
771,2,426
916,4,4061
898,1,169
615,2,158
744,1,99
616,1,1
651,2,73
698,1,698
778,1,11
694,2,314
766,1,59
821,1,1199
632,1,417.9
789,18,9990.6
737,1,312
610,3,3726
882,1,550
618,1,168
923,3,2474
824,1,6799
701,1,1
695,1,2499
812,1,799
664,1,3499
898,1,1659
783,1,3179
700,1,97
806,1,29.9
678,1,1
614,1,49.9
779,1,59
712,2,297
965,1,299
947,1,3199
930,1,3099
912,1,49
782,1,750
876,1,49
757,2,18
794,1,97
647,1,299
926,3,6214
747,1,298
684,1,2280
725,1,99
663,1,69.9
613,1,39.9
613,1,4044
884,1,299
700,1,96
700,1,310
889,1,72
897,1,69
655,1,1999
757,1,29.9
624,1,55
778,1,443
755,1,788
678,1,59
617,1,3289
787,1,4188
650,1,19
717,1,49
812,1,49
722,1,1
656,1,105
651,1,519
886,1,49
707,1,7398
773,1,50.9
724,1,1099
779,1,799.5
927,3,1011.6
896,1,2599
687,1,427
809,1,3766
880,1,109
654,1,588
653,1,1238
817,1,189
752,1,129
784,1,4298
890,1,49
711,1,21.8
892,1,98
927,3,4317.1
753,1,3588
702,1,238
783,1,199
627,1,36
756,1,777
862,1,9
785,1,39.9
877,1,8398
818,1,867
699,1,168
759,1,3699
883,1,1
685,1,96
803,1,734.9
781,1,399
714,1,486
695,1,5798
654,1,148
664,1,95
779,1,96
609,1,29
917,4,546.2
707,1,1469
861,1,4966
778,1,2168
653,1,67.8
784,3,363.8
789,1,379
752,1,199
656,5,1272.9
664,1,419
842,1,788
877,1,349
661,5,405
773,1,99
651,1,88
715,1,148
754,1,69
631,1,2098
913,4,12673
868,1,89
918,4,4231
926,3,6094.5
731,1,91.9
659,1,79
627,1,36.9
749,1,9
663,1,169
722,1,1297
735,2,128
610,18,22730
717,1,3699
882,1,499
719,1,596
925,3,5997
867,1,95
890,1,999
777,1,99
708,1,445
788,1,98
757,1,379
917,4,5072.9
794,1,167
660,1,649
609,1,99
627,2,104
769,1,55
823,1,399
612,1,98
807,2,140
618,1,3599
725,2,111.5
644,7,1199
702,1,59
895,1,443
624,4,1107.8
815,1,735.9
722,1,2998
823,1,3588
866,1,249
713,1,77.3
691,1,109
821,1,129
785,1,1999
679,1,10.1
892,1,59
814,1,69
615,3,33
861,1,19.8
823,1,39
652,1,302
819,1,288
684,2,321.4
774,1,659
745,1,39.9
648,1,39
622,1,3699
679,1,315
730,1,150
798,1,198
819,1,2199
926,3,1104.1
879,1,3911
770,1,1279
662,3,6065
660,1,2888
877,1,199
764,1,19
743,1,96
704,1,99
893,1,269
763,1,1115.9
883,1,35
801,1,395
712,1,469
870,1,39
629,2,328.9
705,1,27.9
763,1,3148
646,1,20.8
686,1,9.9
688,1,49
623,1,299
882,2,151
949,1,2399
932,1,95
914,1,78
725,1,87.9
696,1,319
917,4,5507
781,1,28
611,2,370
649,1,49.9
966,1,129
949,1,29.7
931,1,34.9
914,1,399
655,1,99
722,1,899
880,1,39.9
775,1,1766
720,1,199
645,2,185
761,1,19.8
704,1,401.5
746,1,3199
760,1,3099
868,1,55
895,1,1599
896,1,328
610,1,69
782,1,59
861,1,114.5
630,1,867
787,1,588
687,1,3188
648,1,19
943,1,10.1
679,2,2204
613,1,89
865,1,93
630,2,198
682,1,299
818,1,35.5
802,1,59
896,1,44
784,1,149
720,1,20.1
897,1,258
658,1,26
736,1,105
691,1,69
721,1,49
766,2,179
773,1,79
719,1,1899
623,1,139
772,1,39
652,1,99
623,1,3999
695,1,2699
890,1,2999
679,1,96
644,1,3623
658,1,88
783,1,399
863,1,199
757,1,2978
892,1,2699
813,1,19.8
681,1,1
732,1,49
891,1,486
809,1,1499
653,1,49
788,1,998
667,1,139
716,2,407.5
740,1,498
780,1,99
929,3,2608
746,1,128
862,1,79
627,1,64.7
718,1,799.5
861,1,999
681,1,199
731,3,21397
889,1,96
648,1,5699
689,1,988.9
873,1,1199
677,1,19
691,1,29
612,2,13197
700,1,1599
739,1,49
877,1,7.3
791,1,3389
722,1,99
745,1,1659
616,1,1199
621,1,89
870,1,39.9
785,1,5096
790,1,239
632,1,828
716,2,205
905,1,170
905,1,299
904,1,58
903,1,299
903,1,49
902,1,6076
902,1,9.9
901,1,348
901,1,779
900,1,99
652,2,398
725,1,1
733,1,9397
722,1,50
972,1,4299
813,2,1745
822,1,200
681,2,248
797,1,28.9
812,1,206.9
761,1,88
767,1,5
645,1,39
738,1,75
666,1,199
800,1,2888
764,1,269
968,1,547
951,1,2986
933,1,189
916,1,39
723,1,99.2
612,1,699
771,1,99
770,1,2199
759,1,99
862,1,96
610,1,198
928,3,102.9
662,2,116
609,2,198
782,1,69
662,1,90
864,1,99
966,1,96
887,1,48
722,1,12
887,1,49.2
609,1,899
745,1,219
719,1,1276
658,1,95
825,16,134605.4
887,1,96
677,1,95
678,1,44
665,1,49
677,2,304.7
953,1,3179
936,1,25
918,1,147
741,1,169
869,1,69
915,1,269
655,1,299
749,1,138
861,1,3899
789,1,99
892,1,9488
630,1,45
785,1,79
731,2,149.3
648,1,59
803,1,96
917,4,1752
743,1,298
696,1,1238
967,1,49
950,1,79
932,1,175
915,1,3699
626,1,268
769,1,16.9
716,1,2198
609,4,52
663,1,3457
702,2,310.9
763,1,2199
915,4,5351
746,1,9.9
739,1,685
802,1,99
614,3,99.9
700,1,3699
765,1,2399
655,1,3588
699,1,897
768,2,4956
731,1,2690
973,1,26
645,1,338
958,1,2787
941,1,8.9
924,1,96
616,1,2450
724,2,168.9
811,1,96
825,16,32800
764,1,4288
870,1,179
626,3,16414
631,1,179
820,1,399
784,1,96
795,1,308
680,1,89
751,1,1548
779,2,88.9
734,1,138
735,1,96
765,1,89
894,1,11
610,1,96
818,1,788
973,1,97
956,1,29
939,1,10.1
921,1,1999
891,1,202
676,1,50
675,1,559
674,1,4288
672,1,6699
671,1,1818
670,1,2698
669,1,1238
668,1,79
667,1,96
752,1,29
654,1,109
707,1,1499
738,2,106.1
801,1,69
796,2,338
685,1,429
635,1,9.9
609,1,99
702,1,199
817,1,549
786,1,32
657,1,1999
609,3,338.8
614,1,409
703,2,114
781,1,23980
644,1,96
691,1,5098
897,1,1238
706,1,79
653,1,58
684,1,29
879,1,104.8
748,1,95
736,1,1
721,2,7698
725,1,9.9
756,1,89
615,1,118
753,1,99
713,1,1799
661,1,99.4
914,4,3123.7
806,1,3099
663,1,75
862,1,189
812,1,96
626,1,59
872,1,2788
660,1,99
811,1,1099
917,4,7033.9
762,1,19
662,1,170
731,1,96
785,1,896
725,1,299
790,1,3188
918,4,3168.9
867,1,7098
621,1,1099
645,1,299
683,1,96
930,3,1147
770,1,79
777,1,87
800,1,2399
649,1,168
961,1,32
923,3,2553.5
733,2,20.9
661,1,59
819,1,2698
658,1,2222
819,1,99
652,1,99
811,1,3
616,2,335.8
896,1,339
668,1,925
771,1,57
654,1,96
804,1,1999
869,1,69
925,3,129.2
877,1,218
677,1,96
792,1,19.8
765,1,10
624,1,97
778,1,3588
786,2,5
877,1,1499
696,5,9898
797,1,497
623,1,2599
968,1,4298
688,1,4399
871,1,88
689,1,129
884,1,110
692,1,66
691,1,75
886,1,96
794,1,39.9
699,1,99
696,1,89
708,1,158
682,1,99
789,1,49.3
791,1,1189
645,1,99
680,1,309
687,1,159
625,1,3699
685,1,39
866,1,39
662,1,99
766,1,2599
793,2,1998
643,1,399
962,1,128
735,1,99
631,1,276
758,1,39
609,1,3799
732,1,328
878,1,89
646,1,99
658,1,409
897,1,99
692,1,1049
959,1,99
942,1,99
924,1,95
661,1,208
861,1,169
646,1,1300
753,1,95
761,1,11
721,2,79.8
868,1,388
751,1,99
692,1,99
615,1,399
719,2,3321
897,1,1899
804,1,99
919,4,3952.4
690,1,96
713,1,3588
717,2,20.9
644,1,5
630,1,1111.9
756,1,5999
712,1,89.9
886,1,96
818,1,1058
644,1,68
728,1,188
732,1,18.9
822,1,5998
631,3,11197
785,1,11
927,3,11573
656,1,3488
794,1,22
715,1,109
880,1,8.9
660,1,4299
728,1,1094.9
733,1,39.9
727,1,179
690,1,318
617,1,59.9
786,1,290
777,1,1038
711,1,7299
756,1,3799
623,1,119
696,2,378
946,1,99
929,1,69
609,1,20.1
798,1,436
758,1,89
799,1,28.9
748,1,198
751,1,11
621,1,99
894,1,96
801,1,119
915,4,2513
745,1,299
867,1,154
772,1,9
864,1,1766
628,1,9000
772,1,59.9
755,1,269
766,1,86
645,1,24
609,16,20931
660,1,599
928,3,4074
796,1,19
851,1,419
652,1,1989
728,1,99
797,1,169.5
971,1,459
954,1,3079
937,1,1
919,1,1680
729,1,8799
724,1,2899
895,1,54
709,1,96
822,2,116
660,1,3799
720,1,218
882,1,399
750,1,1211
794,1,99
821,1,359.8
696,1,1180
802,1,69
662,1,5
691,2,19993
707,1,988
749,1,4249
794,1,308
683,1,327
776,1,96
720,1,2299
693,1,288
913,4,3712.9
927,3,282
687,1,259
806,1,189
816,1,198
796,2,66.9
753,1,25
803,1,3088
654,1,2199
812,1,226.8
773,1,39
713,1,99
803,1,95
713,1,2
778,1,199
888,1,49
627,2,58.9
784,1,100
952,1,1050
687,1,4299
773,1,198
654,1,79
742,2,269
794,1,89
693,1,860
676,1,3488
675,1,1299
674,1,1888
673,1,368
672,1,139
670,1,1068
669,1,69
668,1,125
667,1,166
960,1,96
942,1,559
925,1,96
766,1,9
749,1,299
647,1,79
677,1,9.9
804,2,66
705,1,158
643,1,118
863,1,109
787,1,549
880,1,9
921,4,380
900,11,12860.2
883,1,1999
695,2,245
762,1,32
722,1,99
617,1,8495
823,1,4849
631,2,701.4
802,1,102.8
627,1,128
869,1,29.9
889,1,99
803,1,337
750,1,179
686,1,119.4
835,1,1968
811,1,2488
706,1,1096
688,1,90
692,1,45
728,1,1699
733,1,299
773,2,206
787,1,10.1
891,1,59
897,1,249
891,1,59
877,1,147
609,1,39
917,4,5795
890,1,1192
813,1,802.9
861,1,99
705,1,117
762,1,386
884,1,89
917,4,1496
627,1,39.9
784,1,216
882,1,149
709,1,95
706,1,139
764,1,814
868,1,5
714,6,509
944,1,32.8
927,1,418
690,1,3588
654,1,539
721,1,510
775,1,498
628,2,3056
765,1,2999
659,2,192
672,1,218
724,1,50
693,1,1
775,1,96
730,1,59
963,1,29.9
946,1,4004
929,1,256
723,1,1399
852,1,9.9
874,1,39.9
835,1,1249
710,1,99
888,1,88
710,1,99
895,1,199
657,1,5288
792,1,29.5
804,1,59
747,1,95
891,1,69
741,1,111
776,1,79
740,1,299
899,1,45
698,1,50
898,1,2829
625,1,39
689,1,839
629,1,204
892,1,119
843,1,3588
627,1,208
861,1,95
733,1,1449
624,2,29.5
806,1,9.9
786,1,3699
649,1,96
892,1,95
622,2,22
896,1,596
736,1,79
743,1,10498
791,1,28
628,1,82
630,1,68
965,1,299
947,1,39.9
930,1,76
913,1,5288
866,1,121.8
728,1,4899
892,1,99
875,1,238
756,1,99
630,1,210
719,1,839
893,1,338
813,1,189.6
870,1,259
716,1,306
865,1,2076
732,1,198
747,2,1334
661,1,96
705,1,218
714,1,169
715,1,399
629,1,26
695,1,298
709,1,5
658,1,49
655,1,9.9
758,1,498
686,2,234
656,1,96
702,1,18
774,1,354
859,1,1999
732,1,2666
666,1,199
613,2,58
878,1,99
959,1,39.8
802,1,147
800,1,199.8
867,2,398
772,1,338
690,2,3685.4
776,1,9.9
658,1,39.9
964,1,99
946,1,49
929,1,398
704,1,259
906,1,169
905,1,199
904,1,299
904,1,569
903,1,95
903,1,59
902,1,88
902,1,9.9
901,1,2999
900,1,3099
900,1,6287
648,2,318.6
666,1,408
648,1,289
748,4,11673.6
703,1,16.9
824,1,149
892,1,21
649,1,999
719,1,259
779,1,199
891,1,110
725,1,49
810,1,139
692,1,49
624,1,298
814,1,3588
787,1,99
696,4,11792
624,1,159.8
878,1,9.9
740,1,55
698,2,6406
694,3,288
775,1,1288
716,1,3699
779,1,128
898,1,379
708,1,59
663,1,108
629,1,99
879,1,239
769,1,388
728,1,99
689,1,99
626,1,39
709,1,4499
734,1,288
610,1,69
892,1,182
894,1,899
628,1,6998
689,1,206.8
720,1,648
695,1,55
872,1,499
693,1,78
661,1,698
875,1,49
880,1,688
825,16,12417.8
874,1,48.5
765,1,279
649,1,9199
875,1,11
798,1,799
926,3,7552.7
778,1,650
798,1,238
813,1,2476
796,1,99
727,1,48.5
820,1,775
661,1,188
667,9,2283
692,1,5999
873,1,135
792,1,58
622,1,259
787,1,304
814,1,39
754,1,2080
864,1,46.9
778,1,889
659,1,208
646,1,2197
895,1,409
738,1,295
736,1,9.8
800,1,39.9
801,1,788
804,1,96
897,1,69
898,1,39
888,1,56
759,1,379
728,1,2
818,1,99
873,1,99
697,1,139
898,1,248
960,1,95
943,1,694
926,1,4199
972,1,99.3
955,1,299
937,1,479
920,1,199.4
796,1,98.7
768,1,2398
649,1,579
665,1,899
619,1,1099
919,4,8325
718,1,49
646,1,169
742,1,49
868,1,65
882,1,95
687,1,278
761,1,2498
630,1,998
750,1,299
748,1,2
800,1,89
798,1,989
868,1,98
652,1,316
725,1,299
727,1,339
763,1,96
861,1,498
689,1,99
813,1,29.9
752,1,39
785,1,99
712,1,89
770,1,99
887,1,95
885,1,39.9
917,4,6172.8
805,1,96
967,1,99
950,1,408
933,1,1488
915,1,99
689,1,166
650,2,134
897,1,397.9
691,1,2199
617,1,118
869,1,104
898,1,850
747,1,498
743,1,11
744,1,88
860,1,96
647,1,147
735,1,247
961,1,148.9
944,1,2299
926,1,158
737,1,69
734,1,5
685,1,69
701,1,99
664,1,69
659,1,1198
811,1,88
653,2,7079
665,1,19.9
877,1,79
656,3,335
873,1,39.9
686,1,96
686,1,95
781,1,59
745,1,50
626,1,3799
903,1,14066
665,1,106
760,1,49
706,1,138
806,2,50
810,1,1
650,1,4499
808,1,318
802,1,79
872,1,29
719,1,59
873,1,393
666,1,95
626,1,39
788,1,188
772,1,498
729,1,128
659,1,59
655,1,11
724,1,308
720,1,29
651,1,99
675,1,1057
792,1,69.9
660,1,39
744,1,179
797,1,54
888,1,99
778,1,68
912,1,279
912,1,3449
911,1,69.9
911,1,468
910,1,149
910,1,205
910,1,518
909,1,99
908,1,1599
908,1,269
907,1,1098
907,1,99
906,1,29
906,1,2398
822,1,14498
616,3,13797
714,1,9
713,1,29
793,1,29.7
878,1,4299
773,1,5
780,1,96
620,1,69
700,1,139
861,1,5288
680,1,299
781,1,19.9
729,1,1049
618,1,228
703,1,6399
777,1,606
821,1,139
707,1,578
754,1,3488
888,1,1899
747,1,88
774,1,3588
786,1,29.9
660,1,498
684,3,193.9
966,1,509
949,1,179
932,1,49.3
915,1,3199
680,1,119
791,1,5588
819,1,1038
662,1,39.9
781,1,839
789,1,3
871,1,437
644,1,79
851,1,11
849,1,99
847,1,99
845,1,9.9
844,1,10.1
842,1,88
841,1,468
839,1,108
837,1,605
835,1,2399
833,1,499
832,1,3498
830,1,480
828,1,89
826,1,95
825,1,10
786,1,19.9
972,1,37
954,1,306
937,1,199
920,1,2588
841,1,1999
793,1,3148
804,1,4987
823,1,1339
819,1,69
623,1,228
884,1,4238
